REGION,CODIGO DANE DEL DEPARTAMENTO,DEPARTAMENTO,CODIGO DANE DEL MUNICIPIO,MUNICIPIO
Region Centro Oriente,68,Santander,68.705,Santa Barbara
Region Centro Oriente,68,Santander,68.745,Simacota
Region Centro Oriente,68,Santander,68.755,Socorro
Region Centro Oriente,68,Santander,68.77,Suaita
Region Centro Oriente,68,Santander,68.773,Sucre
Region Centro Oriente,68,Santander,68.78,Surata
Region Centro Oriente,68,Santander,68.82,Tona
Region Centro Oriente,68,Santander,68.861,Velez
Region Centro Oriente,68,Santander,68.867,Vetas
Region Centro Oriente,68,Santander,68.872,Villanueva
Region Centro Oriente,68,Santander,68.895,Zapatoca
Region Caribe,70,Sucre,70.001,Sincelejo
Region Caribe,70,Sucre,70.11,Buenavista
Region Caribe,70,Sucre,70.124,Caimito
Region Caribe,70,Sucre,70.204,Coloso
Region Caribe,70,Sucre,70.221,Covenas
Region Caribe,70,Sucre,70.23,Chalan
Region Caribe,70,Sucre,70.233,El Roble
Region Caribe,70,Sucre,70.235,Galeras
Region Caribe,70,Sucre,70.265,Guaranda
Region Caribe,70,Sucre,70.4,La Union
Region Caribe,70,Sucre,70.418,Los Palmitos
Region Caribe,70,Sucre,70.429,Majagual
Region Caribe,70,Sucre,70.473,Morroa
Region Caribe,70,Sucre,70.508,Ovejas
Region Caribe,70,Sucre,70.523,Palmito
Region Caribe,70,Sucre,70.678,San Benito Abad
Region Caribe,70,Sucre,70.708,San Marcos
Region Caribe,70,Sucre,70.713,San Onofre
Region Caribe,70,Sucre,70.717,San Pedro
Region Caribe,70,Sucre,70.771,Sucre
Region Caribe,70,Sucre,70.823,Tolu Viejo
Region Centro Sur,73,Tolima,73.024,Alpujarra
Region Centro Sur,73,Tolima,73.026,Alvarado
Region Centro Sur,73,Tolima,73.03,Ambalema
Region Centro Sur,73,Tolima,73.055,Armero
Region Centro Sur,73,Tolima,73.067,Ataco
Region Centro Sur,73,Tolima,73.124,Cajamarca
Region Centro Sur,73,Tolima,73.168,Chaparral
Region Centro Sur,73,Tolima,73.2,Coello
Region Centro Sur,73,Tolima,73.217,Coyaima
Region Centro Sur,73,Tolima,73.226,Cunday
Region Centro Sur,73,Tolima,73.236,Dolores
Region Centro Sur,73,Tolima,73.268,Espinal
Region Centro Sur,73,Tolima,73.27,Falan
Region Centro Sur,73,Tolima,73.275,Flandes
Region Centro Sur,73,Tolima,73.283,Fresno
Region Centro Sur,73,Tolima,73.319,Guamo
Region Centro Sur,73,Tolima,73.347,Herveo
Region Centro Sur,73,Tolima,73.349,Honda
Region Centro Sur,73,Tolima,73.352,Icononzo
Region Centro Sur,73,Tolima,73.443,Mariquita
Region Centro Sur,73,Tolima,73.449,Melgar
Region Centro Sur,73,Tolima,73.461,Murillo
Region Centro Sur,73,Tolima,73.483,Natagaima
Region Centro Sur,73,Tolima,73.504,Ortega
Region Centro Sur,73,Tolima,73.52,Palocabildo
Region Centro Sur,73,Tolima,73.547,Piedras
Region Centro Sur,73,Tolima,73.555,Planadas
Region Centro Sur,73,Tolima,73.563,Prado
Region Centro Sur,73,Tolima,73.585,Purificacion
Region Centro Sur,73,Tolima,73.616,Rio Blanco
Region Centro Sur,73,Tolima,73.622,Roncesvalles
Region Centro Sur,73,Tolima,73.624,Rovira
Region Centro Sur,73,Tolima,73.671,Saldana
Region Centro Sur,73,Tolima,73.686,Santa Isabel
Region Centro Sur,73,Tolima,73.861,Venadillo
Region Centro Sur,73,Tolima,73.87,Villahermosa
Region Centro Sur,73,Tolima,73.873,Villarrica
Region Llano,81,Arauca,81.065,Arauquita
Region Llano,81,Arauca,81.22,Cravo Norte
Region Llano,81,Arauca,81.3,Fortul
Region Llano,81,Arauca,81.591,Puerto Rondon
Region Llano,81,Arauca,81.736,Saravena
Region Llano,81,Arauca,81.794,Tame
Region Llano,81,Arauca,81.001,Arauca
Region Llano,85,Casanare,85.001,Yopal
Region Llano,85,Casanare,85.01,Aguazul
Region Llano,85,Casanare,85.015,Chameza
Region Llano,85,Casanare,85.125,Hato Corozal
Region Llano,85,Casanare,85.136,La Salina
Region Llano,85,Casanare,85.162,Monterrey
Region Llano,85,Casanare,85.263,Pore
Region Llano,85,Casanare,85.279,Recetor
Region Llano,85,Casanare,85.3,Sabanalarga
Region Llano,85,Casanare,85.315,Sacama
Region Llano,85,Casanare,85.41,Tauramena
Region Llano,85,Casanare,85.43,Trinidad
Region Llano,85,Casanare,85.44,Villanueva
Region Centro Sur,86,Putumayo,86.001,Mocoa
Region Centro Sur,86,Putumayo,86.219,Colon
Region Centro Sur,86,Putumayo,86.32,Orito
Region Centro Sur,86,Putumayo,86.569,Puerto Caicedo
Region Centro Sur,86,Putumayo,86.571,Puerto Guzman
Region Centro Sur,86,Putumayo,86.573,Leguizamo
Region Centro Sur,86,Putumayo,86.749,Sibundoy
Region Centro Sur,86,Putumayo,86.755,San Francisco
Region Centro Sur,86,Putumayo,86.757,San Miguel
Region Centro Sur,86,Putumayo,86.76,Santiago
Region Centro Sur,91,Amazonas,91.001,Leticia
Region Centro Sur,91,Amazonas,91.263,El Encanto
Region Centro Sur,91,Amazonas,91.405,La Chorrera
Region Centro Sur,91,Amazonas,91.407,La Pedrera
Region Centro Sur,91,Amazonas,91.43,La Victoria
Region Centro Sur,91,Amazonas,91.536,Puerto Arica
Region Centro Sur,91,Amazonas,91.54,Puerto Narino
Region Centro Sur,91,Amazonas,91.669,Puerto Santander
Region Centro Sur,91,Amazonas,91.798,Tarapaca
Region Llano,94,Guainia,94.001,Inirida
Region Llano,94,Guainia,94.343,Barranco Minas
Region Llano,94,Guainia,94.663,Mapiripana
Region Llano,94,Guainia,94.883,San Felipe
Region Llano,94,Guainia,94.884,Puerto Colombia
Region Llano,94,Guainia,94.885,La Guadalupe
Region Llano,94,Guainia,94.886,Cacahual
Region Llano,94,Guainia,94.887,Pana Pana
Region Centro Sur,97,Vaupes,97.001,Mitu
Region Centro Sur,97,Vaupes,97.161,Caruru
Region Centro Sur,97,Vaupes,97.666,Taraira
Region Centro Sur,97,Vaupes,97.777,Papunahua
Region Centro Sur,97,Vaupes,97.889,Yavarate
Region Centro Sur,97,Vaupes,97.511,Pacoa
Region Llano,94,Guainia,94.888,Morichal
Region Llano,99,Vichada,99.001,Puerto Carreno
Region Llano,99,Vichada,99.524,La Primavera
Region Llano,99,Vichada,99.624,Santa Rosalia
Region Llano,99,Vichada,99.773,Cumaribo
Region Centro Sur,18,Caqueta,18.61,San Jose del Fragua
Region Llano,50,Meta,50.11,Barranca de Upia
Region Centro Oriente,68,Santander,68.524,Palmas del Socorro
Region Centro Oriente,25,Cundinamarca,25.662,San Juan de Rio Seco
Region Caribe,8,Atlantico,8.372,Juan de Acosta
Region Llano,50,Meta,50.287,Fuente de Oro
Region Llano,85,Casanare,85.325,San Luis de Gaceno
Region Pacifico,27,Choco,27.25,El Litoral del San Juan
Region Centro Oriente,25,Cundinamarca,25.843,Villa de San Diego de Ubate
Region Caribe,13,Bolivar,13.074,Barranco de Loba
Region Centro Oriente,15,Boyaca,15.816,Togui
Region Caribe,13,Bolivar,13.688,Santa Rosa del Sur
Region Pacifico,27,Choco,27.135,El Canton del San Pablo
Region Centro Oriente,15,Boyaca,15.407,Villa de Leyva
Region Caribe,47,Magdalena,47.692,San Sebastian de Buenavista
Region Centro Oriente,15,Boyaca,15.537,Paz de Rio
Region Caribe,13,Bolivar,13.3,Hatillo de Loba
Region Caribe,47,Magdalena,47.66,Sabanas de San Angel
Region Llano,95,Guaviare,95.015,Calamar
Region Caribe,20,Cesar,20.614,Rio de Oro
Region Eje Cafetero - Antioquia,5,Antioquia,5.665,San Pedro de Uraba
Region Llano,95,Guaviare,95.001,San Jose del Guaviare
Region Centro Oriente,15,Boyaca,15.693,Santa Rosa de Viterbo
Region Pacifico,19,Cauca,19.698,Santander de Quilichao
Region Llano,95,Guaviare,95.2,Miraflores
Region Eje Cafetero - Antioquia,5,Antioquia,5.042,Santafe de Antioquia
Region Llano,50,Meta,50.68,San Carlos de Guaroa
Region Caribe,8,Atlantico,8.52,Palmar de Varela
Region Eje Cafetero - Antioquia,5,Antioquia,5.686,Santa Rosa de Osos
Region Eje Cafetero - Antioquia,5,Antioquia,5.647,San Andres de Cuerquia
Region Centro Sur,73,Tolima,73.854,Valle de San Juan
Region Centro Oriente,68,Santander,68.689,San Vicente de Chucuri
Region Centro Oriente,68,Santander,68.684,San Jose de Miranda
Region Caribe,88,"Archipielago de San Andres, Providencia y Santa Catalina",88.564,Providencia
Region Eje Cafetero - Antioquia,66,Risaralda,66.682,Santa Rosa de Cabal
Region Centro Oriente,25,Cundinamarca,25.328,Guayabal de Siquima
Region Centro Sur,18,Caqueta,18.094,Belen de Los Andaquies
Region Llano,85,Casanare,85.25,Paz de Ariporo
Region Centro Oriente,68,Santander,68.72,Santa Helena del Opon
Region Centro Oriente,15,Boyaca,15.681,San Pablo de Borbur
Region Caribe,44,La Guajira,44.42,La Jagua del Pilar
Region Caribe,20,Cesar,20.4,La Jagua de Ibirico
Region Caribe,70,Sucre,70.742,San Luis de Since
Region Centro Oriente,15,Boyaca,15.667,San Luis de Gaceno
Region Caribe,13,Bolivar,13.244,El Carmen de Bolivar
Region Pacifico,27,Choco,27.245,El Carmen de Atrato
Region Caribe,70,Sucre,70.702,San Juan de Betulia
Region Caribe,47,Magdalena,47.545,Pijino del Carmen
Region Eje Cafetero - Antioquia,5,Antioquia,5.873,Vigia del Fuerte
Region Caribe,13,Bolivar,13.667,San Martin de Loba
Region Caribe,13,Bolivar,13.03,Altos del Rosario
Region Centro Sur,73,Tolima,73.148,Carmen de Apicala
Region Centro Oriente,25,Cundinamarca,25.645,San Antonio del Tequendama
Region Centro Oriente,68,Santander,68.655,Sabana de Torres
Region Llano,95,Guaviare,95.025,El Retorno
Region Caribe,23,Cordoba,23.682,San Jose de Ure
Region Pacifico,52,Narino,52.694,San Pedro de Cartago
Region Caribe,8,Atlantico,8.137,Campo de La Cruz
Region Llano,50,Meta,50.683,San Juan de Arama
Region Eje Cafetero - Antioquia,5,Antioquia,5.658,San Jose de La Montana
Region Centro Sur,18,Caqueta,18.15,Cartagena del Chaira
Region Pacifico,27,Choco,27.66,San Jose del Palmar
Region Centro Oriente,25,Cundinamarca,25.001,Agua de Dios
Region Caribe,13,Bolivar,13.655,San Jacinto del Cauca
Region Centro Sur,41,Huila,41.668,San Agustin
Region Pacifico,52,Narino,52.258,El Tablon de Gomez
Region Caribe,88,"Archipielago de San Andres, Providencia y Santa Catalina",88.001,San Andres
Region Centro Oriente,15,Boyaca,15.664,San Jose de Pare
Region Centro Sur,86,Putumayo,86.865,Valle de Guamez
Region Caribe,13,Bolivar,13.67,San Pablo de Borbur
Region Caribe,70,Sucre,70.82,Santiago de Tolu
Region Centro Oriente,11,Bogota D.C.,11.001,Bogota
Region Centro Oriente,25,Cundinamarca,25.154,Carmen de Carupa
Region Caribe,23,Cordoba,23.189,Cienaga de Oro
Region Eje Cafetero - Antioquia,5,Antioquia,5.659,San Juan de Uraba
Region Caribe,44,La Guajira,44.65,San Juan del Cesar
Region Centro Oriente,68,Santander,68.235,El Carmen de Chucuri
Region Eje Cafetero - Antioquia,5,Antioquia,5.148,El Carmen de Viboral
Region Eje Cafetero - Antioquia,66,Risaralda,66.088,Belen de Umbria
Region Pacifico,27,Choco,27.086,Belen de Bajira
Region Centro Oriente,68,Santander,68.855,Valle de San Jose
Region Centro Sur,73,Tolima,73.678,San Luis
Region Centro Oriente,15,Boyaca,15.676,San Miguel de Sema
Region Centro Sur,73,Tolima,73.675,San Antonio
Region Centro Oriente,68,Santander,68.673,San Benito
Region Centro Oriente,25,Cundinamarca,25.862,Vergara
Region Caribe,23,Cordoba,23.678,San Carlos
Region Centro Sur,91,Amazonas,91.53,Puerto Alegria
Region Centro Oriente,68,Santander,68.344,Hato
Region Caribe,13,Bolivar,13.654,San Jacinto
Region Pacifico,19,Cauca,19.693,San Sebastian
Region Eje Cafetero - Antioquia,5,Antioquia,5.649,San Carlos
Region Centro Oriente,15,Boyaca,15.837,Tuta
Region Centro Oriente,54,Norte de Santander,54.743,Silos
Region Centro Oriente,54,Norte de Santander,54.125,Cacota
Region Pacifico,76,Valle del Cauca,76.25,El Dovio
Region Centro Oriente,54,Norte de Santander,54.82,Toledo
Region Pacifico,76,Valle del Cauca,76.622,Roldanillo
Region Centro Oriente,54,Norte de Santander,54.48,Mutiscua
Region Pacifico,76,Valle del Cauca,76.054,Argelia
Region Centro Oriente,54,Norte de Santander,54.261,El Zulia
Region Centro Oriente,54,Norte de Santander,54.66,Salazar
Region Pacifico,76,Valle del Cauca,76.736,Sevilla
Region Pacifico,76,Valle del Cauca,76.895,Zarzal
Region Centro Oriente,54,Norte de Santander,54.223,Cucutilla
Region Pacifico,76,Valle del Cauca,76.248,El Cerrito
Region Pacifico,76,Valle del Cauca,76.147,Cartago
Region Pacifico,76,Valle del Cauca,76.122,Caicedonia
Region Centro Oriente,54,Norte de Santander,54.553,Puerto Santander
Region Centro Oriente,54,Norte de Santander,54.313,Gramalote
Region Pacifico,76,Valle del Cauca,76.246,El Cairo
Region Centro Oriente,54,Norte de Santander,54.25,El Tarra
Region Pacifico,76,Valle del Cauca,76.4,La Union
Region Pacifico,76,Valle del Cauca,76.606,Restrepo
Region Centro Oriente,54,Norte de Santander,54.8,Teorama
Region Pacifico,76,Valle del Cauca,76.233,Dagua
Region Centro Oriente,54,Norte de Santander,54.051,Arboledas
Region Pacifico,76,Valle del Cauca,76.318,Guacari
Region Centro Oriente,54,Norte de Santander,54.418,Lourdes
Region Pacifico,76,Valle del Cauca,76.041,Ansermanuevo
Region Centro Oriente,54,Norte de Santander,54.099,Bochalema
Region Pacifico,76,Valle del Cauca,76.113,Bugalagrande
Region Centro Oriente,54,Norte de Santander,54.206,Convencion
Region Centro Oriente,54,Norte de Santander,54.344,Hacari
Region Pacifico,76,Valle del Cauca,76.403,La Victoria
Region Centro Oriente,54,Norte de Santander,54.347,Herran
Region Pacifico,76,Valle del Cauca,76.306,Ginebra
Region Pacifico,76,Valle del Cauca,76.892,Yumbo
Region Pacifico,76,Valle del Cauca,76.497,Obando
Region Centro Oriente,54,Norte de Santander,54.81,Tibu
Region Centro Oriente,54,Norte de Santander,54.673,San Cayetano
Region Centro Oriente,54,Norte de Santander,54.67,San Calixto
Region Pacifico,76,Valle del Cauca,76.1,Bolivar
Region Centro Oriente,54,Norte de Santander,54.398,La Playa
Region Pacifico,76,Valle del Cauca,76.001,Cali
Region Pacifico,76,Valle del Cauca,76.67,San Pedro
Region Pacifico,76,Valle del Cauca,76.111,Guadalajara de Buga
Region Centro Oriente,54,Norte de Santander,54.172,Chinacota
Region Centro Oriente,54,Norte de Santander,54.599,Ragonvalia
Region Centro Oriente,54,Norte de Santander,54.385,La Esperanza
Region Centro Oriente,54,Norte de Santander,54.874,Villa del Rosario
Region Centro Oriente,54,Norte de Santander,54.174,Chitaga
Region Pacifico,76,Valle del Cauca,76.126,Calima
Region Centro Oriente,54,Norte de Santander,54.72,Sardinata
Region Pacifico,76,Valle del Cauca,76.036,Andalucia
Region Pacifico,76,Valle del Cauca,76.563,Pradera
Region Centro Oriente,54,Norte de Santander,54.003,Abrego
Region Centro Oriente,54,Norte de Santander,54.405,Los Patios
Region Centro Oriente,54,Norte de Santander,54.498,Ocana
Region Centro Oriente,54,Norte de Santander,54.109,Bucarasica
Region Pacifico,76,Valle del Cauca,76.89,Yotoco
Region Pacifico,76,Valle del Cauca,76.52,Palmira
Region Pacifico,76,Valle del Cauca,76.616,Riofrio
Region Centro Oriente,54,Norte de Santander,54.68,Santiago
Region Pacifico,76,Valle del Cauca,76.02,Alcala
Region Pacifico,76,Valle del Cauca,76.863,Versalles
Region Centro Oriente,54,Norte de Santander,54.377,Labateca
Region Centro Oriente,54,Norte de Santander,54.128,Cachira
Region Centro Oriente,54,Norte de Santander,54.871,Villa Caro
Region Centro Oriente,54,Norte de Santander,54.239,Durania
Region Pacifico,76,Valle del Cauca,76.243,El Aguila
Region Pacifico,76,Valle del Cauca,76.823,Toro
Region Pacifico,76,Valle del Cauca,76.13,Candelaria
Region Pacifico,76,Valle del Cauca,76.377,La Cumbre
Region Pacifico,76,Valle del Cauca,76.845,Ulloa
Region Pacifico,76,Valle del Cauca,76.828,Trujillo
Region Pacifico,76,Valle del Cauca,76.869,Vijes
Region Centro Oriente,68,Santander,68.176,Chima
Region Caribe,70,Sucre,70.67,Sampues
Region Llano,85,Casanare,85.225,Nunchia
Region Centro Oriente,54,Norte de Santander,54.518,Pamplona
Region Centro Oriente,25,Cundinamarca,25.019,Alban
Region Caribe,23,Cordoba,23.466,Montelibano
Region Centro Sur,86,Putumayo,86.568,Puerto Asis
Region Caribe,70,Sucre,70.215,Corozal
Region Pacifico,52,Narino,52.11,Buesaco
Region Llano,85,Casanare,85.139,Mani
Region Caribe,13,Bolivar,13.268,El Penon
Region Pacifico,76,Valle del Cauca,76.834,Tulua
Region Centro Sur,73,Tolima,73.152,Casabianca
Region Centro Oriente,25,Cundinamarca,25.04,Anolaima
Region Centro Oriente,25,Cundinamarca,25.175,Chia
Region Pacifico,52,Narino,52.835,San Andres de Tumaco
Region Centro Sur,18,Caqueta,18.46,Milan
Region Centro Oriente,68,Santander,68.147,Capitanejo
Region Centro Sur,73,Tolima,73.043,Anzoategui
Region Pacifico,76,Valle del Cauca,76.275,Florida
Region Caribe,8,Atlantico,8.606,Repelon
Region Eje Cafetero - Antioquia,5,Antioquia,5.284,Frontino
Region Centro Oriente,25,Cundinamarca,25.258,El Penon
Region Centro Oriente,54,Norte de Santander,54.52,Pamplonita
Region Centro Sur,91,Amazonas,91.46,Miriti Parana
Region Llano,85,Casanare,85.4,Tamara
Region Centro Oriente,15,Boyaca,15.806,Tibasosa
Region Pacifico,19,Cauca,19.517,Paez
Region Centro Sur,73,Tolima,73.001,Ibague
Region Caribe,8,Atlantico,8.573,Puerto Colombia
Region Pacifico,52,Narino,52.083,Belen
Region Centro Oriente,25,Cundinamarca,25.758,Sopo
Region Pacifico,27,Choco,27.15,Carmen del Darien
Region Centro Oriente,25,Cundinamarca,25.299,Gama
Region Centro Oriente,25,Cundinamarca,25.718,Sasaima
Region Pacifico,52,Narino,52.24,Chachagui
Region Centro Oriente,54,Norte de Santander,54.001,Cucuta
Region Caribe,13,Bolivar,13.001,Cartagena
Region Eje Cafetero - Antioquia,5,Antioquia,5.313,Granada
Region Caribe,47,Magdalena,47.72,Santa Barbara de Pinto
Region Caribe,13,Bolivar,13.442,Maria la Baja
Region Centro Sur,18,Caqueta,18.41,La Montanita
Region Centro Sur,18,Caqueta,18.753,San Vicente del Caguan
Region Centro Oriente,68,Santander,68.25,El Penon
Region Eje Cafetero - Antioquia,5,Antioquia,5.364,Jardin
Region Pacifico,76,Valle del Cauca,76.364,Jamundi
Region Pacifico,27,Choco,27.787,Tado
Region Llano,85,Casanare,85.23,Orocue
Region Centro Sur,73,Tolima,73.411,Libano
Region Centro Oriente,25,Cundinamarca,25.885,Yacopi
Region Eje Cafetero - Antioquia,63,Quindio,63.13,Calarca
Region Eje Cafetero - Antioquia,5,Antioquia,5.756,Sonson
Region Centro Oriente,54,Norte de Santander,54.245,El Carmen
Region Centro Sur,73,Tolima,73.408,Lerida
Region Caribe,23,Cordoba,23.35,La Apartada
Region Caribe,13,Bolivar,13.62,San Cristobal
Region Centro Oriente,25,Cundinamarca,25.29,Fusagasuga
Region Caribe,13,Bolivar,13.894,Zambrano
Region Centro Oriente,15,Boyaca,15.403,La Uvita
Region Centro Oriente,25,Cundinamarca,25.899,Zipaquira
Region Eje Cafetero - Antioquia,63,Quindio,63.302,Genova
Region Centro Sur,73,Tolima,73.77,Suarez
Region Llano,50,Meta,50.15,Castilla la Nueva
Region Centro Oriente,15,Boyaca,15.087,Belen
Region Pacifico,27,Choco,27.81,Union Panamericana
Region Caribe,47,Magdalena,47.57,Pueblo Viejo
Region Centro Sur,86,Putumayo,86.885,Villagarzon
Region Centro Oriente,25,Cundinamarca,25.269,Facatativa
Region Caribe,23,Cordoba,23.58,Puerto Libertador
Region Eje Cafetero - Antioquia,17,Caldas,17.444,Marquetalia
Region Pacifico,52,Narino,52.051,Arboleda
Region Pacifico,76,Valle del Cauca,76.109,Buenaventura
Region Caribe,47,Magdalena,47.189,Cienaga
Region Caribe,8,Atlantico,8.56,Ponedera
